3,itertools,https://docs.python.org/3/library/itertools.html
2,itertools,https://docs.python.org/2/library/itertools.html
3,functools,https://docs.python.org/3/library/functools.html
2,functools,https://docs.python.org/2/library/functools.html
3,argparse,https://docs.python.org/3/library/argparse.html
3,asyncio,https://docs.python.org/3/library/asyncio.html
3,collections,https://docs.python.org/3/library/collections.html
2,collections,https://docs.python.org/2/library/collections.html
3,accumulate,https://docs.python.org/3/library/itertools.html#itertools.accumulate
3,chain,https://docs.python.org/3/library/itertools.html#itertools.chain
2,chain,https://docs.python.org/2/library/itertools.html#itertools.chain
3,chain.from_iterable,https://docs.python.org/3/library/itertools.html#itertools.chain.from_iterable
2,chain.from_iterable,https://docs.python.org/2/library/itertools.html#itertools.chain.from_iterable
3,combinations,https://docs.python.org/3/library/itertools.html#itertools.combinations
2,combinations,https://docs.python.org/2/library/itertools.html#itertools.combinations
3,combinations_with_replacement,https://docs.python.org/3/library/itertools.html#itertools.combinations_with_replacement
2,combinations_with_replacement,https://docs.python.org/2/library/itertools.html#itertools.combinations_with_replacement
3,compress,https://docs.python.org/3/library/itertools.html#itertools.compress
2,compress,https://docs.python.org/2/library/itertools.html#itertools.compress
3,count,https://docs.python.org/3/library/itertools.html#itertools.count
2,count,https://docs.python.org/2/library/itertools.html#itertools.count
3,cycle,https://docs.python.org/3/library/itertools.html#itertools.cycle
2,cycle,https://docs.python.org/2/library/itertools.html#itertools.cycle
3,dropwhile,https://docs.python.org/3/library/itertools.html#itertools.dropwhile
2,dropwhile,https://docs.python.org/2/library/itertools.html#itertools.dropwhile
3,filterfalse,https://docs.python.org/3/library/itertools.html#itertools.filterfalse
2,ifilterfalse,https://docs.python.org/2/library/itertools.html#itertools.ifilterfalse
3,groupby,https://docs.python.org/3/library/itertools.html#itertools.groupby
2,groupby,https://docs.python.org/2/library/itertools.html#itertools.groupby
3,islice,https://docs.python.org/3/library/itertools.html#itertools.islice
2,islice,https://docs.python.org/2/library/itertools.html#itertools.islice
3,permutations,https://docs.python.org/3/library/itertools.html#itertools.permutations
2,permutations,https://docs.python.org/2/library/itertools.html#itertools.permutations
3,product,https://docs.python.org/3/library/itertools.html#itertools.product
2,product,https://docs.python.org/2/library/itertools.html#itertools.product
3,repeat,https://docs.python.org/3/library/itertools.html#itertools.repeat
2,repeat,https://docs.python.org/2/library/itertools.html#itertools.repeat
3,starmap,https://docs.python.org/3/library/itertools.html#itertools.starmap
2,starmap,https://docs.python.org/2/library/itertools.html#itertools.starmap
3,takewhile,https://docs.python.org/3/library/itertools.html#itertools.takewhile
2,takewhile,https://docs.python.org/2/library/itertools.html#itertools.takewhile
3,tee,https://docs.python.org/3/library/itertools.html#itertools.tee
2,tee,https://docs.python.org/2/library/itertools.html#itertools.tee
3,zip_longest,https://docs.python.org/3/library/itertools.html#itertools.zip_longest
2,izip_longest,https://docs.python.org/2/library/itertools.html#itertools.izip_longest
-,-,ABC Module
3,ABCMeta,https://docs.python.org/3/library/abc.html#abc.ABCMeta
2,ABCMeta,https://docs.python.org/2/library/abc.html#abc.ABCMeta
3,ABCMeta.register,https://docs.python.org/3/library/abc.html#abc.ABCMeta.register
2,ABCMeta.register,https://docs.python.org/2/library/abc.html#abc.ABCMeta.register
3,ABCMeta.__subclasshook__,https://docs.python.org/3/library/abc.html#abc.ABCMeta.__subclasshook__
2,ABCMeta.__subclasshook__,https://docs.python.org/2/library/abc.html#abc.ABCMeta.__subclasshook__
3,ABC,https://docs.python.org/3/library/abc.html#abc.ABC
3,abstractmethod,https://docs.python.org/3/library/abc.html#abc.abstractmethod
2,abstractmethod,https://docs.python.org/2/library/abc.html#abc.abstractmethod
3,abstractclassmethod,https://docs.python.org/3/library/abc.html#abc.abstractclassmethod
3,abstractstaticmethod,https://docs.python.org/3/library/abc.html#abc.abstractstaticmethod
3,abstractproperty,https://docs.python.org/3/library/abc.html#abc.abstractproperty
2,abstractproperty,https://docs.python.org/2/library/abc.html#abc.abstractproperty
3,get_cache_token,https://docs.python.org/3/library/abc.html#abc.get_cache_token
-,-,argparse module
3,ArgumentParser,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser
2,ArgumentParser,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser
3,RawDescriptionHelpFormatter,https://docs.python.org/3/library/argparse.html#argparse.RawDescriptionHelpFormatter
2,RawDescriptionHelpFormatter,https://docs.python.org/2/library/argparse.html#argparse.RawDescriptionHelpFormatter
3,RawTextHelpFormatter,https://docs.python.org/3/library/argparse.html#argparse.RawTextHelpFormatter
2,RawTextHelpFormatter,https://docs.python.org/2/library/argparse.html#argparse.RawTextHelpFormatter
3,ArgumentDefaultsHelpFormatter,https://docs.python.org/3/library/argparse.html#argparse.ArgumentDefaultsHelpFormatter
2,ArgumentDefaultsHelpFormatter,https://docs.python.org/2/library/argparse.html#argparse.ArgumentDefaultsHelpFormatter
3,MetavarTypeHelpFormatter,https://docs.python.org/3/library/argparse.html#argparse.MetavarTypeHelpFormatter
3,ArgumentParser.add_argument,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.add_argument
2,ArgumentParser.add_argument,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.add_argument
3,Action,https://docs.python.org/3/library/argparse.html#argparse.Action
2,Action,https://docs.python.org/2/library/argparse.html#argparse.Action
3,ArgumentParser.parse_args,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.parse_args
2,ArgumentParser.parse_args,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.parse_args
3,Namespace,https://docs.python.org/3/library/argparse.html#argparse.Namespace
2,Namespace,https://docs.python.org/2/library/argparse.html#argparse.Namespace
3,ArgumentParser.add_subparsers,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.add_subparsers
2,ArgumentParser.add_subparsers,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.add_subparsers
3,FileType,https://docs.python.org/3/library/argparse.html#argparse.FileType
2,FileType,https://docs.python.org/2/library/argparse.html#argparse.FileType
3,ArgumentParser.add_argument_group,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.add_argument_group
2,ArgumentParser.add_argument_group,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.add_argument_group
3,ArgumentParser.add_mutually_exclusive_group,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.add_mutually_exclusive_group
2,ArgumentParser.add_mutually_exclusive_group,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.add_mutually_exclusive_group
3,ArgumentParser.set_defaults,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.set_defaults
2,ArgumentParser.set_defaults,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.set_defaults
3,ArgumentParser.get_default,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.get_default
2,ArgumentParser.get_default,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.get_default
3,ArgumentParser.print_usage,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.print_usage
2,ArgumentParser.print_usage,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.print_usage
3,ArgumentParser.print_help,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.print_help
2,ArgumentParser.print_help,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.print_help
3,ArgumentParser.format_usage,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.format_usage
2,ArgumentParser.format_usage,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.format_usage
3,ArgumentParser.format_help,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.format_help
2,ArgumentParser.format_help,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.format_help
3,ArgumentParser.parse_known_args,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.parse_known_args
2,ArgumentParser.parse_known_args,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.parse_known_args
3,ArgumentParser.convert_arg_line_to_args,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.convert_arg_line_to_args
2,ArgumentParser.convert_arg_line_to_args,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.convert_arg_line_to_args
3,ArgumentParser.exit,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.exit
2,ArgumentParser.exit,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.exit
3,ArgumentParser.error,https://docs.python.org/3/library/argparse.html#argparse.ArgumentParser.error
2,ArgumentParser.error,https://docs.python.org/2/library/argparse.html#argparse.ArgumentParser.error
